file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Kitagohaite/0_Kitagohaite_298.00_1.00_.cif,Kitagohaite,Pt₇ Cu,"Cabral A. R., Skala R., Vymazalova A., Kallistova A., Lehmann B., Jedwab J., Sidorinova T., Kitagohaite, Pt7Cu, a new mineral from the Lubero region, North Kivu, Democratic Republic of the Congo, Mineralogical Magazine, 78, 739–745 (2014)."
/Volumes/Sajid's SSD/MinX-EQ/Baddeleyite/0_Baddeleyite_298.00_14803.84_.cif,Baddeleyite,Zr O₂,"Kudoh Y., Takeda H., Arashi H., In situ determination of crystal structure for high pressure phase of ZrO2 using a diamond anvil and single crystal X-ray diffraction method Sample: P = 15 kbar, Physics and Chemistry of Minerals, 13, 233–237 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Tiemannite/0_Tiemannite_298.00_1.00_.cif,Tiemannite,Hg Se,"Earley J. W., Description and syntheses of the selenide minerals, American Mineralogist, 35, 337–364 (1950)."
/Volumes/Sajid's SSD/MinX-EQ/Gugiaite/0_Gugiaite_298.00_1.00_.cif,Gugiaite,Ca₂ Be Si₂ O₇,"Yang Z., Fleck M., Pertlik F., Tillmanns E., Tao K., The crystal structure of natural gugiaite, Ca2BeSi2O7 Note, z coordinate of Ca is altered to reproduce reported Ca-O bond lengths, Neues Jahrbuch fur Mineralogie, Monatshefte, 2001, 186–192 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Kovdorskite/0_Kovdorskite_298.00_1.00_.cif,Kovdorskite,Mg₂ P O₈ H₇,"Morrison S. M., Downs R. T., Yang H., Redetermination of kovdorskite, Mg2PO4(OH)*3H2O, Acta Crystallographica, Section E, 68, i12–i13 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Monazite-(Ce)/0_Monazite-(Ce)_298.00_1.00_.cif,Monazite-(Ce),Ce P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Andrieslombaardite/0_Andrieslombaardite_298.00_1.00_.cif,Andrieslombaardite,Rh Sb S,"Cabri L. J., McDonald A. M., Oberthur T., Tamura N., Vymazalova A., Ross K. C., Melcher F., Andrieslombaardite, RhSbS, a new platinum-group mineral from the platiniferous Onverwacht Pipe, Republic of South Africa, South African Journal of, Geology,  (2023)."
/Volumes/Sajid's SSD/MinX-EQ/Pretulite/0_Pretulite_298.00_1.00_.cif,Pretulite,Sc P O₄,"Bernhard F., Walter F., Ettinger K., Taucher J., Mereiter K., Pretulite, ScPO4, a new scandium mineral from the Styrian and Lower Austrian lazulite occurrences, Austria, American Mineralogist, 83, 625–630 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Kogarkoite/0_Kogarkoite_298.00_1.00_.cif,Kogarkoite,Na₃ S O₄ F,"Pabst A., Sharp W. N., Kogarkoite, a new natural phase in the system Na2SO4 - NaF - NaCl, American Mineralogist, 58, 116–127 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Pertoldite/0_Pertoldite_298.00_1.00_.cif,Pertoldite,Ge O₂,"Smith G. S., Isaacs P. B., The crystal structure of quartz-like GeO2, Acta Crystallographica, 17, 842–846 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Zincite/0_Zincite_293.00_1.00_.cif,Zincite,Zn O,"Kihara K., Donnay G., Anharmonic thermal vibrations in ZnO Model: 2-c, at T = 293 K, The Canadian Mineralogist, 23, 647–654 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Podlesnoite/0_Podlesnoite_298.00_1.00_.cif,Podlesnoite,Ba Ca₂ C₂ O₆ F₂,"Zubkova N. V., Pushcharovsky D. Y., Pekov I. V., Rabadanov M. K., The crystal structure of podlesnoite, BaCa2(CO3)2F2, Zeitschrift fur Kristallographie, 222, 474–476 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Metarossite/0_Metarossite_298.00_1.00_.cif,Metarossite,Ca V₂ O₈,"Kelsey C. H., Barnes W. H., The crystal structure of metarossite, The Canadian Mineralogist, 6, 448–466 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Kottigite/0_Kottigite_298.00_1.00_.cif,Kottigite,Zn₃ As₂ O₁₆ H₁₆,"Hill R. J., The crystal structure of kottigite, American Mineralogist, 64, 376–382 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Alloclasite/0_Alloclasite_298.00_1.00_.cif,Alloclasite,Co As S,"Scott J. D., Nowacki W., The crystal structure of alloclasite, CoAsS, and the alloclasite-cobaltite transformation, The Canadian Mineralogist, 14, 561–566 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Marrite/0_Marrite_298.00_1.00_.cif,Marrite,Pb Ag As S₃,"Wuensch B. J., Nowacki W., The crystal structure of marrite, PbAgAsS3, Zeitschrift fur Kristallographie, 125, 459–488 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Cahnite/0_Cahnite_298.00_1.00_.cif,Cahnite,As B Ca₂ O₈ H₄,"Prewitt C. T., Buerger M. J., The crystal structure of cahnite, Ca2BAsO4(OH)4, American Mineralogist, 46, 1077–1085 (1961)."
/Volumes/Sajid's SSD/MinX-EQ/Wilhelmkleinite/0_Wilhelmkleinite_298.00_1.00_.cif,Wilhelmkleinite,Zn Fe₂ As₂ O₁₀ H₂,"Adiwidjaja G., Friese K., Klaska K. H., Moore P. B., Schluter J., The crystal structure of the new mineral wilhelmkleinite ZnFe3+2(OH)2(AsO4)2, Zeitschrift fur Kristallographie, 215, 96–101 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Brunogeierite/0_Brunogeierite_298.00_1.00_.cif,Brunogeierite,Ge Fe₂ O₄,"Welch M. D., Cooper M. A., Hawthorne F. C., The crystal structure of brunogeierite, Fe2GeO4 spinel, Mineralogical Magazine, 65, 441–444 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Sphalerite/0_Sphalerite_298.00_1.00_.cif,Sphalerite,Zn S,"Skinner B. J., Unit-cell edges of natural and synthetic sphalerites, American Mineralogist, 46, 1399–1411 (1961)."
/Volumes/Sajid's SSD/MinX-EQ/Brezinaite/0_Brezinaite_298.00_1.00_.cif,Brezinaite,Cr₃ S₄,"Jellinek F., The structures of the chromium sulphides, Acta Crystallographica, 10, 620–628 (1957)."
/Volumes/Sajid's SSD/MinX-EQ/Lime/0_Lime_298.00_1.00_.cif,Lime,Ca O,"Fiquet G., Richet P., Montagnac G., High-temperature thermal expansion of lime, periclase, corundum and spinel Sample: PtRh10% heating wire, T = 298 K, Physics and Chemistry of Minerals, 27, 103–111 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Rapidcreekite/0_Rapidcreekite_298.00_1.00_.cif,Rapidcreekite,Ca₂ S C O₁₁ H₈,"Onac B. P., Effenberger H. S., Wynn J. G., Povara I., Rapidcreekite in the sulfuric acid weathering environment of Diana Cave, Romania, American Mineralogist, 98, 1302–1309 (2013)."
/Volumes/Sajid's SSD/MinX-EQ/Calcioolivine/0_Calcioolivine_298.00_1.00_.cif,Calcioolivine,Ca₂ Si O₄,"Zadov A. E., Gazeev V. M., Pertsev N. N., Gurbanov A. G., Gobechiya E. R., Yamnova N. A., Chukanov N. V., Calcioolivine, gamma-Ca2SiO4, an old and new mineral species Kabarda-Balkaria Republic, Russia, Geology of Ore Deposits, 51, 741–749 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Ylid/0_Ylid_298.00_1.00_.cif,Ylid,C₁₁ O₂ S H₁₀,"Christensen A. T., Thom E., The crystal structure of 2-dimenthylsulfuranylidene-1,3-indanedione, Acta Crystallographica, Section B, 27, 581–586 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Heklaite/0_Heklaite_298.00_1.00_.cif,Heklaite,K Na Si F₆,"Fischer J., Kramer V., Crystal structure of KNaSiF_6_, Materials Research Bulletin, 26, 925–930 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Ottemannite/0_Ottemannite_298.00_1.00_.cif,Ottemannite,Sn₂ S₃,"Kniep R., Mootz D., Severin U., Wunderlich H., Structure of tin(II) tin(IV) trisulphide, a redetermination, Acta Crystallographica, Section B, 38, 2022–2023 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Searlesite/0_Searlesite_298.00_1.00_.cif,Searlesite,Na B Si₂ O₇ H₂,"Ghose S., Wan C., Structural chemistry of borosilicates, part II: Searlesite, NaBSi2O5(OH): Absolute configuration, hydrogen locations, and refinement of the structure Note: unable to reproduce any of the reported bond lengths, American Mineralogist, 61, 123–129 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Synchysite-(Ce)/0_Synchysite-(Ce)_298.00_1.00_.cif,Synchysite-(Ce),Ce Ca C₂ O₆ F,"Wang L., Ni Y., Hughes J. M., Bayliss P., Drexler J. W., The atomic arrangement of synchysite-(Ce), CeCaF(CO3)2, The Canadian Mineralogist, 32, 865–871 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Buckminsterfullerene/0_Buckminsterfullerene_298.00_1.00_.cif,Buckminsterfullerene,C₅,"Dorset D. L., McCourt M. P., Disorder and the molecular packing of C60 buckminsterfullerene: a direct electron-crystallographic analysis Sample: room T, Acta Crystallographica, Section A, 50, 344–351 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Kratochvilite/0_Kratochvilite_159.00_1.00_.cif,Kratochvilite,C₁₃ H₁₀,"Gerkin R. E., Lundstedt A. P., Reppart W. J., Structure of fluorene, C13H10, at 159 K Note: T = 159 K, Acta Crystallographica, Section C, 40, 1892–1894 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Sophiite/0_Sophiite_298.00_1.00_.cif,Sophiite,Zn₂ Se Cl₂ O₃,"Semenova T. F., Rozhdestvenskaya I. V., Filatov S. K., Vergasova L. P., Crystal structure and physical properties of sophiite, Zn2(SeO3)Cl2, a new mineral Note: y(Zn2) corrected, Mineralogical Magazine, 56, 241–245 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Huanghoite-(Ce)/0_Huanghoite-(Ce)_298.00_1.00_.cif,Huanghoite-(Ce),Ba Ce C₂ O₆ F,"Yang Z. M., Pertlik F., Huanghoite-(Ce), BaCe(CO3)2F, from Khibina, Kola peninsula, Russia: Redetermination of the crystal structure with a discussion on space group symmetry, Neues Jahrbuch fur Mineralogie, Monatshefte, 1993, 163–171 (1993)."
/Volumes/Sajid's SSD/MinX-EQ/Dickite/0_Dickite_298.00_1.00_.cif,Dickite,Si₂ Al₂ O₉ H₄,"Bailey S. W., Polymorphism of the kaolin minerals, American Mineralogist, 48, 1196–1209 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Palladinite/0_Palladinite_298.00_1.00_.cif,Palladinite,Pd O,"Waser J., Levy H. A., Peterson S. W., The structure of PdO, Acta Crystallographica, 6, 661–663 (1953)."
/Volumes/Sajid's SSD/MinX-EQ/Corkite/0_Corkite_298.00_1.00_.cif,Corkite,Pb Fe₃ S P O₁₄ H₆,"Giuseppe G., Tadini C., Corkite, PbFe3(SO4)(PO4)(OH)6, its crystal structure and ordered arrangement of the tetrahedral cations Note: this is the prefered structure of these authors, Neues Jahrbuch fur Mineralogie, Monatshefte, 1987, 71–81 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Ferrocarpholite/0_Ferrocarpholite_298.00_1.00_.cif,Ferrocarpholite,Fe Al₂ Si₂ (O₁₀ H₄),"MacGillavry C. H., Korst W. L., Weichel Moore. E. J., van der. Plas. H. J., The crystal structure of ferrocarpholite, Acta Crystallographica, 9, 773–776 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Fluor-buergerite/0_Fluor-buergerite_298.00_1.00_.cif,Fluor-buergerite,Na Fe₃ Al₆ Si₆ B₃ F O₃₀ H₃,"Tippe A., Hamilton W. C., A neutron-diffraction study of the ferric tourmaline, buergerite, American Mineralogist, 56, 101–113 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Adolfpateraite/0_Adolfpateraite_298.00_1.00_.cif,Adolfpateraite,K U S O₈ H₃,"Plasil J., Hlousek J., Veselovsky F., Fejfarova K., Dusek M., Skoda R., Novak M., Cejka J., Sejkora J., Ondrus P., Adolfpateraite, K(UO2)(SO4)(OH)(H2O), a new uranyl, sulphate mineral from Jachymov, Czech Republic, American Mineralogist, 97, 447–454 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Platinum/0_Platinum_298.00_1.00_.cif,Platinum,Pt,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Kermesite/0_Kermesite_298.00_1.00_.cif,Kermesite,Sb₂ S₂ O,"Kupcik V., Die kristallstruktur des kermesits, Sb2S2O, Naturwissenschaften, 54, 114–114 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Pseudomalachite/0_Pseudomalachite_298.00_1.00_.cif,Pseudomalachite,Cu₅ P₂ O₁₂ H₄,"Shoemaker G. L., Anderson J. B., Kostiner E., Refinement of the crystal structure of pseudomalachite, American Mineralogist, 62, 1042–1048 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Hentschelite/0_Hentschelite_298.00_1.00_.cif,Hentschelite,Cu Fe₂ P₂ O₁₀ H₂,"Sieber N. H. W., Tillmanns E., Hofmeister W., Structure of hentschelite, CuFe2(PO4)2(OH)2, a new member of the lazulite group, Acta Crystallographica, Section C, 43, 1855–1857 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Thalcusite/0_Thalcusite_298.00_1.00_.cif,Thalcusite,Tl Cu₂ S₂,"Berger R., Synthesis and characterization of the layered metal TlCu2S2, Journal of the Less-Common Metals, 147, 141–148 (1989)."
/Volumes/Sajid's SSD/MinX-EQ/Krieselite/0_Krieselite_298.00_1.00_.cif,Krieselite,Al₂ Ge O₆ H₂,"Wunder B., Marler B., Ge-analogues of aluminium silicates: High-pressure synthesis and properties of orthorhombic Al2GeO4(OH)2 Note: Space group setting altered to match standard, European Journal of Mineralogy, 9, 1147–1158 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Chalcostibite/0_Chalcostibite_298.00_1.00_.cif,Chalcostibite,Cu Sb S₂,"Kyono A., Kimata M., Crystal structures of chalcostibite (CuSbS2) and emplectite (CuBiS2): Structural relationship of stereochemical activity between chalcostibite and emplectite, American Mineralogist, 90, 162–165 (2005)."
/Volumes/Sajid's SSD/MinX-EQ/Caswellsilverite/0_Caswellsilverite_4.20_1.00_.cif,Caswellsilverite,Na Cr S₂,"Engelsman F. M. R., Wiegers G. A., Jellinek F., VanLaar B., Crystal structures and magnetic structures of some metal chromium(III) sulfides and selenides Sample: T = 4.2 K, Journal of Solid State Chemistry, 6, 574–582 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Lafossaite/0_Lafossaite_298.00_1.00_.cif,Lafossaite,Tl Cl,"Moeller K., Eine fur Praezisionsbestimmungen von Gitterkonstanten nach der Debye- Scherrer-Methode besonders geeignete Eichsubstanz _cod_database_code 1011364, Naturwissenschaften, 21, 223–223 (1933)."
/Volumes/Sajid's SSD/MinX-EQ/Potarite/0_Potarite_298.00_1.00_.cif,Potarite,Hg Pd,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals Note: cell edges taken from Handbook of Mineralogy, The Canadian Mineralogist, 28, 751–755 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Tachyhydrite/0_Tachyhydrite_298.00_1.00_.cif,Tachyhydrite,Ca Cl₆ Mg₂ O₁₂ H₂₄,"Leclaire A., Borel M., Monier J., Structure de la tachydrite _cod_database_code 1001774, Acta Crystallographica, Section B, 36, 2734–2735 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Maleevite/0_Maleevite_298.00_1.00_.cif,Maleevite,Ba B₂ Si₂ O₈,"Pautov L. A., Agakhanov A. A., Sokolova E. V., Hawthorne F. C., Maleevite, BaB2Si2O8, and pekovite, SrB2Si2O8, new mineral species from the Dara-i-Pioz alkaline massif, Northern Tajikistan: Description and crystal structure, The Canadian Mineralogist, 42, 107–119 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Kalininite/0_Kalininite_298.00_0.00_.cif,Kalininite,Zn Cr₂ S₄,"Wittlinger J., Werner S., Schulz H., On the amorphisation of ZnCr2S4 spinel under high pressure: x-ray diffraction studies Sample: P = 0 GPa, Physics and Chemistry of Minerals, 24, 597–600 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Aluminoceladonite/0_Aluminoceladonite_298.00_1.00_.cif,Aluminoceladonite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 602-1, American Mineralogist, 95, 348–361 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Barioperovskite/0_Barioperovskite_190.00_1.00_.cif,Barioperovskite,Ba Ti O₃,"Kwei G. H., Lawson A. C., Billinge S. J. L., Cheong S. W., Structures of the ferroelectric phases of barium titanate Note: T = 190 K, Journal of Physical Chemistry, 97, 2368–2377 (1993)."
/Volumes/Sajid's SSD/MinX-EQ/Wattersite/0_Wattersite_298.00_1.00_.cif,Wattersite,Hg₅ Cr O₆,"Groat L. A., Roberts A. C., Le Page. Y., The crystal structure of wattersite, Hg4HgCrO6, The Canadian Mineralogist, 33, 41–46 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Bamfordite/0_Bamfordite_298.00_1.00_.cif,Bamfordite,Mo₂ Fe O₁₀,"Birch W. D., Pring A., McBriar E. M., Gatehouse B. M., McCammon C. A., Bamfordite, a new hydrated iron molybdenum oxyhydroxide from Queensland, Australia: Description and crystal chemistry, American Mineralogist, 83, 172–177 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Samsonite/0_Samsonite_100.00_1.00_.cif,Samsonite,Ag₄ Mn Sb₂ S₆,"Bindi L., Evain M., Gram-Charlier development of the atomic displacement factors into mineral structures: The case of samsonite, Ag4MnSb2S6 Sample: T = 100 K, American Mineralogist, 92, 886–891 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Ottoite/0_Ottoite_298.00_1.00_.cif,Ottoite,Pb₂ Te O₅,"Kampf A. R., Housley R. M., Mills S. J., Marty J., Thorne B., Lead-tellurium oxysalts from Otto Mountain near Baker, California: I. Ottoite, Pb2TeO5, a new mineral with chains of tellurate octahedra, American Mineralogist, 95, 1329–1336 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Sahlinite/0_Sahlinite_298.00_1.00_.cif,Sahlinite,Pb₁₄ As₂ Cl₄ O₁₇,"Bonaccorsi E., Pasero M., Crystal structure refinement of sahlinite, Pb14(AsO4)2O9Cl4, Mineralogical Magazine, 67, 15–21 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Barbosalite/0_Barbosalite_298.00_1.00_.cif,Barbosalite,P₂ Fe₃ O₁₀ H₂,"Redhammer G. J., Tippelt G., Roth G., Lottermoser W., Amthauer G., Structure and Mossbauer spectroscopy of barbosalite Fe2+Fe3+2(PO4)2(OH)2 between 80 K and 300 K Sample: T = 298 K, Physics and Chemistry of Minerals, 27, 419–429 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Barberiite/0_Barberiite_298.00_1.00_.cif,Barberiite,F₄ B N H₄,"Caron A. P., Ragle J. L., Refinement of the structure of orthorhombic ammonium tetrafluoroborate, NH4BF4, Acta Crystallographica, Section B, 27, 1102–1107 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Pinnoite/0_Pinnoite_298.00_1.00_.cif,Pinnoite,Mg B₂ O₇ H₆,"Paton F., MacDonald S. G. G., The crystal structure of pinnoite, Acta Crystallographica, 10, 653–656 (1957)."
/Volumes/Sajid's SSD/MinX-EQ/Zwieselite/0_Zwieselite_298.00_1.00_.cif,Zwieselite,Fe₂ P O₄ F,"Yakubovich O. V., Simonov M. A., Matvienko E. N., Belov N. V., The crystal structure of the synthetic finite Fe-term of the series triplite - zwieselite Fe2(PO4)F, Doklady Akademii Nauk SSSR, 238, 576–579 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Tistarite/0_Tistarite_298.00_1.00_.cif,Tistarite,Ti₂ O₃,"Newnham R. E., de Haan. Y. M., Refinement of the alpha Al2O3, Ti2O3, V2O3 and Cr2O3 structures, Zeitschrift fur Kristallographie, 117, 235–237 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Arcanite/0_Arcanite_298.00_1.00_.cif,Arcanite,K₂ S O₄,"McGinnety J. A., Redetermination of the structures of potassium sulphate and potassium chromate: the effect of electrostatic crystal forces upon observed bond length, Acta Crystallographica, Section B, 28, 2845–2852 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Plagionite/0_Plagionite_298.00_1.00_.cif,Plagionite,Pb₅ Sb₈ S₁₇,"Cho S. A., Wuensch B. J., The crystal structure of plagionite, Pb5Sb8S17, the second member in the homologous series Pb3+2nSb8S15+2n, Zeitschrift fur Kristallographie, 139, 351–378 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Lintisite/0_Lintisite_298.00_1.00_.cif,Lintisite,Na₃ Li Ti₂ Si₄ O₁₆ H₄,"Merlino S., Pasero M., The crystal structure of lintisite, Na3LiTi2[Si2O6]2O2*2H2O, a new titanosilicate from Lovozero (USSR), Zeitschrift fur Kristallographie, 193, 137–148 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Davreuxite/0_Davreuxite_298.00_1.00_.cif,Davreuxite,Mn Si₄ Al₆ O₁₉ H₂,"Sahl K., Jones P. G., Sheldrick G. M., The crystal structure of davreuxite, MnAl6Si4O17(OH)2, American Mineralogist, 69, 783–787 (1984)."
/Volumes/Sajid's SSD/MinX-EQ/Phase-B-superhydrous/0_Phase-B-superhydrous_298.00_1.00_.cif,Phase-B-superhydrous,Si₃ Mg₁₀ O₁₈ H₄,"Pacalo R. E. G., Parise J. B., Crystal structure of superhydrous B, a hydrous magnesium silicate synthesized at 1400 C and 20 GPa, American Mineralogist, 77, 681–684 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Paralstonite/0_Paralstonite_298.00_1.00_.cif,Paralstonite,Ba Ca C₂ O₆,"Effenberger H., Die kristallstruktur des minerals paralstonite, BaCa(CO3)2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1980, 353–363 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Palladium/0_Palladium_298.00_1.00_.cif,Palladium,Pd,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Augelite/0_Augelite_298.00_1.00_.cif,Augelite,Al₂ P O₇ H₃,"Araki T., Finney J. J., Zoltai T., The crystal structure of augelite, American Mineralogist, 53, 1096–1103 (1968)."
/Volumes/Sajid's SSD/MinX-EQ/Adamantane/0_Adamantane_298.00_1.00_.cif,Adamantane,C₅ H₈,"Donohue J., Goodman S. H., The crystal structure of adamantane: An example of a false minimum in least squares Note: low temperature phase, Acta Crystallographica, 22, 352–354 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Formanite-(Y)/0_Formanite-(Y)_298.00_1.00_.cif,Formanite-(Y),Y Ta O₄,"Wolten G. M., The structure of the M'-phase of YTaO4, a third fergusonite polymorph, Acta Crystallographica, 23, 939–944 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Artroeite/0_Artroeite_298.00_1.00_.cif,Artroeite,Pb Al F₃ O₂ H₂,"Kampf A. R., Foord E. E., Artroeite, PbAlF3(OH)2, a new mineral from the Grand Reef mine, Graham County, Arizona: Description and crystal structure, American Mineralogist, 80, 179–183 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Bowieite/0_Bowieite_298.00_1.00_.cif,Bowieite,Rh₂ S₃,"Parthe E., Hohnke D., Hulliger F., A new structure type with octahedron pairs for Rh2S3,Rh2Se3 and Ir2S3, Acta Crystallographica, 23, 832–840 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Pinalite/0_Pinalite_298.00_1.00_.cif,Pinalite,Pb₃ W O₅ Cl₂,"Grice J. D., Dunn P. J., Crystal-structure determination of pinalite, American Mineralogist, 85, 806–809 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Switzerite/0_Switzerite_298.00_1.00_.cif,Switzerite,Mn₃ P₂ O₁₅ H₇,"Zanazzi P. F., Leavens P. B., White J. S., Crystal structure of switzerite, Mn3(PO4)2.7H2O and its relationship to metaswitzerite, Mn3(PO4)2.4H2O, American Mineralogist, 71, 1224–1228 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Alstonite/0_Alstonite_298.00_1.00_.cif,Alstonite,Ba Ca C₂ O₆,"Bindi L., Roberts A. C., Biagioni C., The crystal structure of alstonite, BaCa(CO3)2: an extraordinary example of 'hidden' complex twinning in large single crystals, Mineralogical Magazine, 84, 699–704 (2020)."
/Volumes/Sajid's SSD/MinX-EQ/Calcium-beta/0_Calcium-beta_723.15_1.00_.cif,Calcium-beta,Ca,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 450 C Hexagonal closest packed, hcp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Bromellite/0_Bromellite_298.00_1.00_.cif,Bromellite,Be O,"Aminoff G., Ueber Berylliumoxyd als Mineral und dessen Kristallstruktur. _cod_database_code 1010943, Zeitschrift fur Kristallographie, 62, 113–122 (1925)."
/Volumes/Sajid's SSD/MinX-EQ/Moissanite/0_Moissanite_298.00_1.00_.cif,Moissanite,Si C,"Capitani G. C., Di Pierro. S., Tempesta G., The 6H-SiC structure model: Further refinement from SCXRD data from a terrestrial moissanite, American Mineralogist, 92, 403–407 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Parafransoletite/0_Parafransoletite_298.00_1.00_.cif,Parafransoletite,Ca₃ Be₂ P₄ O₂₀ H₁₀,"Kampf A. R., Beryllophosphate chains in the structures of fransoletite, parafransoletite, and ehrleite and some general comments on beryllophosphate linkages, American Mineralogist, 77, 848–856 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Karelianite/0_Karelianite_298.00_1.00_.cif,Karelianite,V₂ O₃,"Newnham R. E., de Haan. Y. M., Refinement of the alpha Al2O3, Ti2O3, V2O3 and Cr2O3 structures, Zeitschrift fur Kristallographie, 117, 235–237 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Ellisite/0_Ellisite_298.00_1.00_.cif,Ellisite,Tl₃ As S₃,"Gostojic M., Die kristallstruktur von synthetischem ellisit, Tl3AsS3 Note: anisob's corrected to match reported Biso's, Zeitschrift fur Kristallographie, 151, 249–254 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Dumontite/0_Dumontite_298.00_1.00_.cif,Dumontite,Pb₂ U₃ P₂ O₂₁,"Piret P., Piret-Meunier J., Nouvelle determination de la structure cristalline de la dumonite Pb2[(UO2)3O2(PO4)2]*5H2O, Bulletin de Mineralogie, 111, 439–442 (1988)."
/Volumes/Sajid's SSD/MinX-EQ/Magnesiopascoite/0_Magnesiopascoite_298.00_1.00_.cif,Magnesiopascoite,Ca₂ Mg V₁₀ O₄₄ H₃₂,"Kampf A. R., Steele I. M., Magnesiopascoite, a new member of the pascoite group: description and crystal structure, The Canadian Mineralogist, 46, 679–686 (2008)."
