Filename,Exp_Density (g/cm³),Exp_a (Å),Exp_b (Å),Exp_c (Å),Exp_alpha (°),Exp_beta (°),Exp_gamma (°),Sim_Density (g/cm³),Sim_a (Å),Sim_b (Å),Sim_c (Å),Sim_alpha (°),Sim_beta (°),Sim_gamma (°)
0_Hatchite_298.00_1.01_,5.717718619247703,9.37,15.68,16.12,66.42,63.32999999999999,84.97,5.197606907271646,9.672972106322726,16.187001347613695,16.64122842624572,66.42000000000068,63.329999999998485,84.96999999998961
0_Ferrihollandite_298.00_1.01_,5.717124981512197,10.0001,5.7465,9.8076,90.0,90.71299999999998,90.0,5.006841366356851,10.452538155616717,6.006490986215267,10.25132880821465,90.0,90.71299999999268,90.0
0_Eucryptite_296.15_1.01_,2.3492573237190237,10.497,10.497,11.2,90.0,90.0,120.0,2.2673735351919238,10.621887549426106,10.62188754942616,11.33325145789964,90.0,90.0,119.99999999999996
0_Henmilite_298.00_1.01_,2.5235426839912303,5.7617,7.9774,11.2976,109.611,91.473,83.68599999999999,2.401711895552677,5.857579302526176,8.110150325073034,11.485601112210068,109.61099999999192,91.47299999999834,83.68599999999137
0_Eifelite_298.00_1.01_,2.66713055378585,10.152,10.152,14.28,90.0,90.0,120.0,2.531488383832513,10.33020358656741,10.330203586567446,14.530664619403412,90.0,90.0,119.99999999999996
0_Afghanite_298.00_1.01_,3.010448321431092,12.7961,12.7961,21.4094,90.0,90.0,120.0,2.623126338237364,13.397717346189143,13.397717346189117,22.41597750498212,90.0,90.0,120.0
0_Almandine_298.00_1.01_,4.312624553857657,11.531,11.531,11.531,90.0,90.0,90.0,4.122310196853449,11.70580399286315,11.70580399286315,11.70580399286315,90.0,90.0,90.0
0_Rosiaite_298.00_1.01_,6.960023855074562,10.59,10.589999999999998,10.744,90.0,90.0,120.0,6.56397847985886,10.798864908928746,10.798864908928628,10.955902226773448,90.0,90.0,120.0
0_Reppiaite_298.00_1.01_,4.953007594556578,9.291,9.008,10.298,90.0,98.7,90.0,4.833135746333424,9.367348789794326,9.082023237376566,10.382623812000938,90.0,98.70000000000807,90.0
0_Protoenstatite_298.00_1.01_,3.2510763213270777,9.171,8.513,10.508,90.0,90.0,90.0,2.980763755851554,9.440442255463871,8.76311033919572,10.816723064051343,90.0,90.0,90.0
0_Scorzalite_298.00_1.01_,3.3772266935403024,14.3,7.31,7.25,90.0,120.57999999999998,90.0,3.2983373836748884,14.4131524330618,7.367842257739991,7.307367492286557,90.0,120.57999999999836,90.0
0_Pinnoite_298.00_1.01_,2.2057022157456343,15.24,7.62,8.19,90.0,90.0,90.0,1.4813358024432346,17.424059306587584,8.712029653293792,9.3637169108237,90.0,90.0,90.0
0_Mavlyanovite_298.00_1.01_,5.98845037556694,13.82,6.91,9.628,90.0,90.0,120.0,6.174876181699384,13.679903097608516,6.839951548804241,9.530398482183315,90.0,90.0,120.0
0_Phuralumite_298.00_1.01_,3.449973982129941,13.836,20.918,9.428000000000004,90.0,112.43999999999998,90.0,3.198884887290356,14.189696610554726,21.45273733012325,9.669012694731892,90.0,112.43999999999716,90.0
0_Buseckite_298.00_1.01_,3.636791792520029,11.5071,11.507099999999998,12.6004,90.0,90.0,120.0,4.949478413162024,10.38822819779139,10.388228197791392,11.375223173818734,90.0,90.0,120.0
0_Linarite_298.00_1.01_,5.329459468515841,9.682,11.292,9.366,90.0,102.66,90.0,4.918165046837022,9.944919797061845,11.598640192978964,9.620338651030844,90.0,102.65999999998871,90.0
0_Melonjosephite_298.00_1.01_,3.615911124155486,9.542,10.834,6.374,90.0,90.0,90.0,3.40881563708963,9.731517161827677,11.04917804770904,6.500596351864356,90.0,90.0,90.0
0_Paraniite-(Y)_298.00_1.01_,5.9748482477245775,5.135,5.135,33.882,90.0,90.0,90.0,5.619770515499721,5.24096786009563,5.24096786009563,34.58120214912569,90.0,90.0,90.0
0_Macfallite_298.00_1.01_,3.5162792377929164,10.235,12.172,8.969999999999999,90.0,110.75,90.0,3.444219566750068,10.30592174576359,12.256343868044215,9.032156136736594,90.0,110.75,90.0
0_Britholite-(Y)_298.00_1.01_,4.73023894767582,9.4216,9.4138,13.5278,90.0,90.0,120.0284,4.553840714142343,9.541788955306862,9.533889452690367,13.700370704508783,90.0,90.0,120.02839999999928
0_Vanadium_298.00_1.01_,6.117943494244897,9.072,9.072,9.072,90.0,90.0,90.0,6.214564645702643,9.024744448014255,9.024744448014255,9.024744448014255,90.0,90.0,90.0
0_Tiptopite_298.00_1.01_,3.2000623678080315,11.655,11.655,4.692,90.0,90.0,120.0,2.032430450692861,13.56900829333453,13.569008293334532,5.462529979607497,90.0,90.0,120.0
0_Thorutite_298.00_1.01_,6.089321288167295,9.814,7.6456,14.0626,90.0,118.82,90.0,5.882821108204528,9.927530206617629,7.734045745640548,14.22527881430416,90.0,118.81999999999834,90.0
0_Steacyite_298.00_1.01_,3.3725185650862968,7.58,7.58,14.77,90.0,90.0,90.0,3.2100541910937177,7.705814783537304,7.705814783537304,15.015156247077238,90.0,90.0,90.0
0_Stibivanite_298.00_1.01_,5.2667710353433135,17.989,9.5848,5.5,90.0,95.15,90.0,4.844537146620266,18.497496730225155,9.85573442992171,5.655469009741458,90.0,95.15000000000848,90.0
0_Tancoite_298.00_1.01_,2.7773720032570983,6.948,14.089,14.065,90.0,90.0,90.0,2.627059336878476,7.078098913753767,14.352811686222818,14.328362294465656,90.0,90.0,90.0
0_Clintonite_298.00_1.01_,3.042404046506512,10.4074,9.0126,9.8145,90.0,100.26,90.0,2.8117530125248096,10.684584071247365,9.252635855307204,10.075893149802669,90.0,100.26000000000631,90.0
0_Glauconite_298.00_1.01_,2.77367537147385,10.492,9.076,10.184,90.0,101.1,90.0,2.7608476851893533,10.50823604303364,9.090044827161003,10.199759422632114,90.0,101.09999999999064,90.0
0_Gillulyite_298.00_1.01_,5.809561595447684,9.584,5.679,21.501,90.0,100.07,90.0,3.5786346243759666,11.277724457618046,6.682616568740929,25.30074640684944,90.0,100.07000000000605,90.0
0_Cuproneyite_298.00_1.01_,7.176040602014539,37.432,4.0529,43.545,90.0,108.8,90.0,6.654460807927187,38.38599259876867,4.156192279428031,44.654788622392246,90.0,108.79999999999482,90.0
0_Laachite_298.00_1.01_,5.501317898586311,12.670281,7.378349,11.525772,90.0,100.6695,90.0,4.916882998318675,13.153789758117853,7.6599131075325,11.965605315935974,90.0,100.66950000000678,90.0
0_Cejkaite_298.00_1.01_,3.735527029468732,9.291,9.292,12.895,90.73,90.82,120.0,3.457067051241509,9.534194816348048,9.535220991659257,13.23253063790862,90.72999999999452,90.82000000000596,120.0
0_Chlorbartonite_298.00_1.01_,3.6535771380895214,10.381,10.381,20.614,90.0,90.0,90.0,3.729204493153423,10.310434268274058,10.310434268274058,20.473874579154277,90.0,90.0,90.0
0_Kozyrevskite_298.00_1.01_,4.9882979543633095,8.253,6.4122,13.789,90.0,90.0,90.0,4.725801016704898,8.403118938596014,6.528835485043609,14.03981667809288,90.0,90.0,90.0
0_Fluoro-eckermannite_298.00_1.01_,3.175169577665015,9.668,17.916,5.271,90.0,102.82,90.0,2.8056029467597603,10.075285562150563,18.670750530770395,5.493052358098415,90.0,102.82000000000606,90.0
0_Argentopyrite_298.00_1.01_,4.243057034966601,13.3804,11.4497,12.905,90.0,90.0,90.242,4.571442448393944,13.05222168007286,11.168875562040776,12.588481718135602,90.0,90.0,90.24200000001098
0_Orishchinite_298.00_1.01_,6.862152988362402,11.604,7.1866,13.5116,90.0,90.0,90.0,7.2354459593856255,11.400948956313778,7.06084624004173,13.275169072572313,90.0,90.0,90.0
0_Odintsovite_298.00_1.01_,2.8827869551011003,14.243,13.045,33.4839,90.0,90.0,90.0,2.7167214676416496,14.527537759191476,13.305604863347169,34.15282044337448,90.0,90.0,90.0
0_Namansilite_298.00_1.01_,3.605775649838223,9.513,8.621,10.708,90.0,105.14,90.0,3.4226941650651965,9.679707290669828,8.772075744020327,10.895648656416872,90.0,105.1400000000104,90.0
0_Neighborite_298.00_1.01_,3.071482185147365,10.7206,10.9768,7.666,90.0,90.0,90.0,2.8971011757447704,10.931596929230643,11.192839316155634,7.8168779787962,90.0,90.0,90.0
0_Xenotime-(Y)_298.00_1.01_,4.262437500984723,13.7894,6.8947,12.0552,90.0,90.0,90.0,4.116336705218149,13.950658181753049,6.975329090876524,12.196177825914658,90.0,90.0,90.0
0_Wonesite_298.00_1.01_,2.854675460666132,10.624,9.163,9.825,90.0,103.18,90.0,2.7697535357822387,10.731543117953798,9.25575391470358,9.924455114259771,90.0,103.17999999999414,90.0
0_Millosevichite_298.00_1.01_,2.862036750434889,8.0246,8.0246,21.357,90.0,90.0,120.0,2.718658024062393,8.163297163404389,8.163297163404346,21.726134326798423,90.0,90.0,120.0
0_Asisite_298.00_1.01_,8.899304823624913,7.794,7.794,22.81,90.0,90.0,90.0,7.39858763461122,8.289778198387065,8.289778198387065,24.260949538774305,90.0,90.0,90.0
0_Omsite_298.00_1.01_,4.7525113881239,5.3506,5.350599999999999,19.5802,90.0,90.0,120.0,2.8181711576714257,6.374544365903275,6.374544365903289,23.32726303466154,90.0,90.0,119.99999999999996
0_Aravaite_298.00_1.01_,3.4205610222964595,7.1255,7.125499999999999,66.2902,90.0,90.0,120.0,3.2455169940359694,7.251384260374517,7.25138426037455,67.46133083953079,90.0,90.0,119.99999999999996
0_Mozartite_100.00_1.01_,3.7051503005333095,11.674,7.211,8.693,90.0,90.0,90.0,3.546027776753786,11.846090206364478,7.317299681179883,8.821146322077002,90.0,90.0,90.0
0_Spiroffite_298.00_1.01_,5.059164609564105,12.87,5.3813,11.888,90.0,98.22,90.0,4.732833720062458,13.15936868366677,5.502292983482202,12.155289425907576,90.0,98.21999999998724,90.0
0_Seinajokite_298.00_1.01_,8.154574393010604,11.6656,13.0752,9.5919,90.0,90.0,90.0,8.102134384992024,11.690748856231911,13.103387690731926,9.612578346085122,90.0,90.0,90.0
0_Tellurantimony_302.15_1.01_,6.505792779742672,8.528,8.528,30.458,90.0,90.0,120.0,6.005257856612012,8.758797037947707,8.758797037947753,31.282298332764324,90.0,90.0,120.0
0_Stephanite_298.00_1.01_,6.223467513751135,15.746,12.467,8.583,90.0,90.0,90.0,5.659215971003315,16.253941337528072,12.869165924994396,8.859874158516705,90.0,90.0,90.0
0_Crookesite_298.00_1.01_,7.878227717888261,10.45,10.45,7.9416,90.0,90.0,90.0,7.364019364213921,10.68800858907466,10.68800858907466,8.122477417320162,90.0,90.0,90.0
0_Johnsenite-(Ce)_298.00_1.01_,3.644360354222896,14.2675,14.267499999999998,30.0369,90.0,90.0,120.0,3.3318826180556878,14.700437272607925,14.70043727260786,30.94834864647577,90.0,90.0,120.0
0_Karelianite_298.00_1.01_,5.021830560037548,9.904,4.952,14.002,90.0,90.0,120.0,4.570709415674307,10.219717056414424,5.109858528207201,14.44835200160695,90.0,90.0,120.0
0_Clinophosinaite_298.00_1.01_,3.0827725039236324,7.303,12.201,14.714999999999998,90.0,91.93,90.0,2.603120927800062,7.727066009075183,12.909479991335834,15.569461361569456,90.0,91.92999999999402,90.0
0_Gold_298.00_1.01_,3.820716031908666,12.011,12.011,12.011,90.0,90.0,90.0,3.589307739997939,12.26379295656111,12.26379295656111,12.26379295656111,90.0,90.0,90.0
0_Chrysotile_298.00_1.01_,2.5074186002372705,5.34,9.241,14.689,90.0,93.66,90.0,2.4112995802237984,5.41008257696358,9.362279605565762,14.881779582962306,90.0,93.6599999999901,90.0
0_Chloromagnesite_298.00_1.01_,2.407791976021468,10.788,7.192,17.589,90.0,90.0,120.0,2.167751032458938,11.172651737853323,7.448434491902238,18.216144921867045,90.0,90.0,120.0
0_Fluorcaphite_298.00_1.01_,3.9997482036552,9.4456,9.4456,13.904,90.0,90.0,120.0,3.61224361765002,9.77203395206039,9.77203395206034,14.38451343159221,90.0,90.0,120.0
0_Fluoro-richterite_297.15_1.01_,3.4676780892312,9.938,17.952,5.258,90.0,106.62,90.0,2.7268938292204914,10.77060469821826,19.456016858765395,5.698514741721808,90.0,106.61999999999604,90.0
0_Pyrobelonite_298.00_1.01_,5.779578959545757,7.663,12.382,9.522,90.0,90.0,90.0,5.766152702821022,7.668972363400861,12.391650241893217,9.529421224625215,90.0,90.0,90.0
0_Antigorite_298.00_1.01_,2.5821639222605395,35.02,9.23,7.27,90.0,90.0,90.0,2.427903873768004,35.747012602229084,9.421614115321836,7.420924660714003,90.0,90.0,90.0
0_Ralphcannonite_298.00_1.01_,5.082061210922904,19.722,9.861,11.125,90.0,90.0,90.0,4.58747716687346,20.407169441080285,10.203584720540142,11.511497821317258,90.0,90.0,90.0
0_Rutherfordine_298.00_1.01_,5.6820747282974855,9.68,9.273,8.596,90.0,90.0,90.0,5.425003498867987,9.830578328175587,9.417247193922805,8.729716044318037,90.0,90.0,90.0
0_Aminoffite_298.00_1.01_,2.920929858532808,9.809,9.809,9.844,90.0,90.0,90.0,2.79569840574436,9.95335928851277,9.95335928851277,9.988874384353116,90.0,90.0,90.0
0_Hibschite_298.00_1.01_,3.5469549690463698,12.01,12.01,12.01,90.0,90.0,90.0,1.9906364788007287,14.57758828379576,14.57758828379576,14.57758828379576,90.0,90.0,90.0
0_Feldspar_298.00_1.01_,3.1312517959960235,8.3282,12.9801,7.135799999999999,90.0,115.599,90.0,3.1488448941321434,8.312763320323596,12.956040822042382,7.122573485406859,90.0,115.59899999999696,90.0
0_Ferberite_298.00_1.01_,7.467095522593842,9.506,11.44,9.936,90.0,90.08,90.0,7.043794886078269,9.692751899656033,11.664746658117576,10.131199545022367,90.0,90.08000000000378,90.0
0_Haggite_298.00_1.01_,3.472706885361015,12.17,5.98,9.66,90.0,98.25,90.0,2.7802926663624925,13.12406359432728,6.448800352841282,10.417292877666554,90.0,98.25,90.0
0_Jagoite_298.00_1.01_,5.8745656443270455,8.528,8.528,33.33,90.0,90.0,120.0,5.4102201709856645,8.765416964739195,8.765416964739154,34.25789721326861,90.0,90.0,120.0
0_Iron_298.00_0.99_,7.878342009947903,8.598,8.598,8.598,90.0,90.0,90.0,7.944103865053011,8.574445012059778,8.574445012059778,8.574445012059778,90.0,90.0,90.0
0_Tetrataenite_298.00_1.01_,8.275690656812893,7.599,7.599,10.746,90.0,90.0,90.0,8.376956852752087,7.568267357846234,7.568267357846234,10.70253994307364,90.0,90.0,90.0
0_Vuonnemite_298.00_1.01_,3.3003614221104858,10.9968,7.161,14.45,92.6,95.29999999999998,90.6,3.018488807633965,11.329129399078354,7.377409394260328,14.886687019559051,92.59999999999192,95.29999999999204,90.59999999999226
0_Torbernite_298.00_1.01_,3.264130235572924,7.0267,7.0267,20.807,90.0,90.0,90.0,3.137246597369717,7.120243806578355,7.120243806578355,21.083995742450405,90.0,90.0,90.0
0_Ungemachite_298.00_1.01_,2.2589496623558305,10.898,10.898,24.989,90.0,90.0,120.0,2.1288664843112937,11.115704692939584,11.115704692939667,25.488194583580945,90.0,90.0,120.0
0_Braggite_298.00_1.01_,10.182152770489004,12.76,12.76,6.57,90.0,90.0,90.0,9.644519933691424,12.992846794364011,12.992846794364011,6.689890551643541,90.0,90.0,90.0
0_Loparite-(Ce)_298.00_1.01_,3.3357063826766176,11.0216,11.0168,7.7964,90.0,90.0,90.0,3.3193117726405776,11.039735024446744,11.034927126490103,7.809228255842728,90.0,90.0,90.0
0_Boracite_673.15_1.01_,2.9406556321584554,12.0986,12.0986,12.0986,90.0,90.0,90.0,2.8095753330548487,12.28395303708334,12.28395303708334,12.28395303708334,90.0,90.0,90.0
0_Pascoite_298.00_1.01_,2.6729141907310447,19.5859,10.1405,10.910999999999998,90.0,120.815,90.0,2.06139775210789,21.363310950447698,11.060745469598825,11.901167971874347,90.0,120.81499999999347,90.0
0_Litochlebite_298.00_1.01_,9.218636676382973,13.203,8.372,15.279999999999998,90.0,109.164,90.0,7.279580058175122,14.286219718815245,9.058867794131713,16.53362397208936,90.0,109.16399999999254,90.0
0_Calcioolivine_298.00_1.01_,2.978132225635637,10.148,11.211,6.753,90.0,90.0,90.0,2.8616238013984985,10.283911694108324,11.361148403887364,6.843442616309983,90.0,90.0,90.0
0_Phase-B-superfluorous_298.00_1.01_,3.418009689699564,5.05,13.969,8.64,90.0,90.0,90.0,3.2795009013294187,5.120124816611828,14.16297496302,8.75997592386667,90.0,90.0,90.0
0_Markcooperite_298.00_1.01_,8.623282859307103,11.444,15.4956,7.889000000000001,90.0,90.83299999999998,90.0,8.068319487335044,11.70065373628685,15.843118667948955,8.06592601586578,90.0,90.83299999999656,90.0
0_Pentahydroborite_298.00_1.01_,2.019192856978205,7.845,13.05,8.124,111.62,111.19,73.44,1.9578661091451068,7.926126527420859,13.184952349629476,8.208011715585378,111.61999999999604,111.18999999999777,73.44000000000207
0_Pollucite_298.00_1.01_,3.248470386888193,13.682,13.682,13.682,90.0,90.0,90.0,3.2611009414863736,13.66434694039632,13.66434694039632,13.66434694039632,90.0,90.0,90.0
0_Trembathite_298.00_1.01_,2.904985603497947,8.588,8.587999999999997,21.05,90.0,90.0,120.0,2.8358044574734773,8.657284648780498,8.657284648780537,21.21982322506167,90.0,90.0,120.0
0_Vimsite_298.00_1.01_,2.426126657035568,10.02,9.71,8.88,90.0,92.0,90.0,1.935419333419444,10.808989299298032,10.47457945071703,9.57922404967726,90.0,92.0,90.0
0_Tsilaisite_298.00_1.01_,3.336015897645089,15.9461,15.946099999999998,7.138,90.0,90.0,120.0,3.1307584817446443,16.287299023506044,16.2872990235059,7.290731930050873,90.0,90.0,120.0
0_Uklonskovite_298.00_1.01_,2.4066131862435727,7.202,7.214,11.468,90.0,113.23000000000002,90.0,2.2711041551311912,7.342557445726331,7.354791643081039,11.691814605330348,90.0,113.22999999999192,90.0
0_Parsonsite_298.00_1.01_,6.317031836440426,6.842,10.383,13.340000000000002,101.265,98.174,86.378,5.972978789894277,6.971005896627612,10.578771444706897,13.591525673927476,101.26500000001028,98.17399999999913,86.37800000000902
0_Lobanovite_298.00_1.01_,3.2507477460218923,10.37,23.129,5.322,90.0,99.55,90.0,3.103124452463005,10.531934335283657,23.490174468734537,5.405106512283445,90.0,99.5499999999919,90.0
0_Potassic-ferro-ferri-sadanagai_298.00_1.01_,3.5929088059394023,9.9309,18.0949,5.3681,90.0,105.19,90.0,3.412290306609172,10.103160676944368,18.408772833604136,5.461214676404459,90.0,105.1900000000008,90.0
0_Botallackite_298.00_1.01_,3.5984267184039878,11.434,6.126,11.272,90.0,93.07,90.0,3.3735862335747093,11.682716922259,6.25925519203767,11.517193033732973,90.0,93.07000000000598,90.0
0_Pabstite_298.00_1.01_,4.170315399086088,13.456,6.728,9.838,90.0,90.0,120.0,3.971776122267425,13.67659805450506,6.838299027252547,9.99928445750757,90.0,90.0,120.0
0_Manganotantalite_298.00_1.01_,8.070459086106542,14.413,5.76,10.168,90.0,90.0,90.0,7.684482761212115,14.650411801949511,5.854879066067424,10.335487906904987,90.0,90.0,90.0
0_Bjarebyite_298.00_1.01_,4.047084694120507,8.93,12.073,9.834,90.0,100.15,90.0,3.8407355391317504,9.087442040446833,12.285855291636617,10.007380182055376,90.0,100.15000000000924,90.0
0_Carbonate-fluorapatite_299.15_1.01_,3.2286651491261917,9.3207,9.3207,13.7894,90.0,90.0,120.0,3.0679903893875435,9.48067661498169,9.480676614981665,14.026075521648425,90.0,90.0,120.0
0_Phengite_893.00_1.01_,3.166215743742406,5.23169,5.23169,30.1227,90.0,90.0,120.0,2.6517080390420187,5.5510520523178215,5.55105205231778,31.961503005023875,90.0,90.0,120.0
0_Barikaite_298.00_1.01_,7.646525193626065,8.5325,8.0749,24.8284,90.0,99.077,90.0,4.614743071918887,10.106018639321611,9.564030461254909,29.407122553124264,90.0,99.07699999999323,90.0
0_Margarosanite_298.00_1.01_,4.310253677591579,6.768,9.575,13.435999999999998,110.36,102.98,83.02,4.150747075371014,6.853638496807755,9.696156709062157,13.606011649395324,110.3599999999894,102.97999999999296,83.02000000000426
0_Rancieite_298.00_1.01_,8.075821332715908,8.535,5.69,7.485,90.0,90.0,120.0,3.3317024418258026,11.468629561269111,7.645753040845962,10.057726100304553,90.0,90.0,120.0
0_Annabergite_298.00_1.01_,3.2122537722279603,10.179,13.309,4.725,90.0,105.0,90.0,3.059680297610039,10.34555697502959,13.526772549432147,4.802314245703398,90.0,105.0,90.0
0_Sarabauite_298.00_1.01_,4.985841228334336,25.37,5.654,16.87,90.0,117.58,90.0,4.533101471093668,26.188679380013127,5.836452235498424,17.4143879046441,90.0,117.57999999999936,90.0
0_Rubidium_5.00_1.01_,1.6293413744130048,16.755,16.755,16.755,90.0,90.0,90.0,1.5729497083896051,16.953036231105887,16.953036231105887,16.953036231105887,90.0,90.0,90.0
0_Hancockite_298.00_1.01_,4.528547301002708,8.958,11.33,10.303999999999998,90.0,114.4,90.0,4.325989615072809,9.095747056182375,11.504221271103608,10.4624444816816,90.0,114.40000000001098,90.0
0_Holdenite_298.00_1.01_,4.145285306708671,11.99,31.46,8.697,90.0,90.0,90.0,4.497027307373981,11.668962062110056,30.61764357581208,8.464133699263895,90.0,90.0,90.0
0_Djerfisherite_298.00_1.01_,3.717557418730512,10.385,10.385,10.385,90.0,90.0,90.0,3.873379397280237,10.244002269131729,10.244002269131729,10.244002269131729,90.0,90.0,90.0
0_Hsianghualite_298.00_1.01_,2.966616152852267,12.864,12.864,12.864,90.0,90.0,90.0,2.8331063733858204,13.063005904434394,13.063005904434394,13.063005904434394,90.0,90.0,90.0
0_Insizwaite_298.00_1.01_,13.525369904259549,13.4044,13.4044,13.4044,90.0,90.0,90.0,12.647813061725076,13.707561471528718,13.707561471528718,13.707561471528718,90.0,90.0,90.0
0_Dessauite-(Y)_298.00_1.01_,7.830408890232755,9.197,9.197,9.197,68.74999999999999,68.75,68.75,4.632659430340664,10.960181460668746,10.960181460668796,10.96018146066882,68.75,68.75,68.75
0_Monazite-(Nd)_298.00_1.01_,5.454340848766963,13.4704,6.95,12.8098,90.0,103.68,90.0,5.219388640009118,13.669589772616648,7.052771181233369,12.999221334872386,90.0,103.67999999999442,90.0
0_Antimony_298.00_63000.00_,7.463652228985252,12.642,12.642,10.569,90.0,90.0,120.0,7.276199489927954,12.749708175710484,12.74970817571037,10.65904648861613,90.0,90.0,120.0
0_Axinite-(Mg)_298.00_1.01_,3.164542660327067,7.1381,9.1626,8.9421,91.90300000000002,98.105,77.46799999999999,3.034791979144785,7.238436477910172,9.29139379841968,9.067794347112049,91.90299999999426,98.10499999999352,77.46799999999467
0_Molysite_298.00_1.01_,2.9120405427087426,12.13,12.13,17.42,90.0,90.0,120.0,2.5984772897293644,12.60010146700836,12.600101467008386,18.095116863585123,90.0,90.0,120.0
0_Werdingite_298.00_1.01_,3.174276576229728,7.995,8.152,11.406,110.45,110.85,84.65999999999998,2.9803325625520665,8.164828357018692,8.325163322878728,11.648284207649215,110.45000000000442,110.84999999998944,84.65999999999178
0_Yuanfuliite_298.00_1.01_,3.835639684616803,9.246,6.1854,9.384,90.0,90.0,90.0,3.6469105886737982,9.402844843326838,6.290326248530603,9.5431858111379,90.0,90.0,90.0
0_Frankdicksonite_298.00_1.01_,4.886004886208048,12.4002,12.4002,12.4002,90.0,90.0,90.0,4.604563764621425,12.647927839088304,12.647927839088304,12.647927839088304,90.0,90.0,90.0
0_Fluocerite-(La)_298.00_1.01_,5.938895599408277,14.37,14.37,7.351,90.0,90.0,120.0,5.717815814572488,14.552898117658536,14.55289811765861,7.44456186937429,90.0,90.0,119.99999999999996
0_Guanine_298.00_1.01_,1.6771573032608305,16.51,11.277,3.645,90.0,96.8,90.0,1.1038611880389022,19.03051524358963,12.998614197574865,4.201467478066845,90.0,96.799999999992,90.0
0_Chenite_298.00_1.01_,6.01291451400656,11.582,15.88,7.976,112.02,97.73000000000002,100.45,5.828725990277845,11.703118856952146,16.04606522607452,8.059409083323226,112.02000000000795,97.72999999999357,100.45000000000812
0_Greenalite_298.00_1.01_,3.426108785325351,5.39,9.336,14.166,90.0,90.0,90.0,3.528809621335668,5.337231198609497,9.244599345124003,14.027313016605213,90.0,90.0,90.0
0_Collinsite_298.00_1.01_,2.956874840484659,11.458,6.778,10.888,97.31,108.56,107.25,2.821683157202705,11.63819269591298,6.884593305367247,11.059228667577196,97.30999999999788,108.56000000000094,107.25
0_Kermesite_298.00_1.01_,5.032645767111871,20.971,8.16,20.378,90.0,101.5,90.0,4.521633654917277,21.733751049369943,8.45679312206646,21.11918262763112,90.0,101.5,90.0
0_Janhaugite_298.00_1.01_,3.5296308599228934,10.668,9.787,13.931,90.0,107.82,90.0,3.438781498743208,10.761161318119576,9.872467737198829,14.052656385707085,90.0,107.8200000000034,90.0
0_Corderoite_298.00_1.01_,6.828618086230152,17.898,8.949,8.949,90.0,90.0,90.0,6.065530855332806,18.619879688428284,9.309939844214142,9.309939844214142,90.0,90.0,90.0
0_Leguernite_298.00_1.01_,7.590581322918581,11.2486,5.6568,11.913899999999998,90.0,99.177,90.0,6.899399500641337,11.612668669916358,5.839886219794804,12.29950156166251,90.0,99.17700000001078,90.0
0_Shirozulite_298.00_1.01_,3.33731200162764,10.7582,9.319,10.291800000000002,90.0,100.186,90.0,3.136687201783011,10.983037488862132,9.51375939829205,10.506890114319422,90.0,100.18599999999064,90.0
0_Smythite_298.00_1.01_,4.095652853764961,6.94,6.94,34.5,90.0,90.0,120.0,4.755475847650863,6.60329441996274,6.603294419962724,32.82617543065008,90.0,90.0,120.0
0_Acetylene-hydrate_416.15_1.01_,1.7623421153721637,11.895,11.895,11.895,90.0,90.0,90.0,0.2664969471572174,25.528596210490235,25.528596210490235,25.528596210490235,90.0,90.0,90.0
0_Fluor-dravite_298.00_1.01_,3.002342807604892,15.965,15.965,7.199,90.0,90.0,120.0,2.8831395403316824,16.182088693449014,16.18208869344901,7.296890479432527,90.0,90.0,120.0
0_Kladnoite_298.00_1.01_,1.4689007295777936,22.83,7.651,3.81,90.0,91.36,90.0,0.7601731683653152,29.333066868672365,9.830367700929305,4.895268715271244,90.0,91.35999999999012,90.0
0_Knorringite_298.00_1.01_,3.8631143299601054,11.5935,11.5935,11.5935,90.0,90.0,90.0,3.6572373450453273,11.807108108604078,11.807108108604078,11.807108108604078,90.0,90.0,90.0
0_Chantalite_298.00_1.01_,2.9576608502389186,4.952,4.952,23.275,90.0,90.0,90.0,2.8441721924255305,5.0170199431233495,5.0170199431233495,23.58060161070165,90.0,90.0,90.0
0_Chalcocyanite_298.00_1.01_,3.8880198951825062,8.409,13.418,9.666,90.0,90.0,90.0,3.623576974366381,8.608881125814117,13.73694457678383,9.89575989560239,90.0,90.0,90.0
0_Laurelite_298.00_1.01_,14.6074722764468,10.267,10.266999999999998,7.9688,90.0,90.0,120.0,7.395645530604519,12.890097011022434,12.890097011022297,10.00473410552594,90.0,90.0,120.0
0_Froodite_298.00_1.01_,11.634586766197112,12.74,12.75,11.33,90.0,102.58,90.0,10.862788763754676,13.034943434146482,13.04517494390647,11.592300557996976,90.0,102.58000000000531,90.0
0_Gaudefroyite_298.15_1.01_,3.876644026001279,10.60791,10.60791,5.88603,90.0,90.0,120.0,3.112424935207406,11.415052115943288,11.41505211594328,6.333890389907668,90.0,90.0,120.0
0_Lepidolite_298.00_1.01_,2.8765883754976262,9.2,5.3,60.0,90.0,90.0,90.0,2.7588131668500675,9.32912852150916,5.374389256956357,60.84214253158117,90.0,90.0,90.0
0_Gratonite_298.00_1.01_,6.180968794961634,17.758,17.758,7.807,90.0,90.0,120.0,5.7554136289209,18.185595002503806,18.185595002503774,7.994984805977396,90.0,90.0,120.0
0_Combeite_298.00_1.01_,3.0728786276207507,10.5,10.499999999999998,13.184,90.0,90.0,120.0,2.320754754704314,11.535235299737115,11.53523529973716,14.483861161117687,90.0,90.0,120.0
